ranking_local_date,account_id,rank,symbol,rank_pct_change,run_found,run_id,trade_day_utc,started_at_utc,started_at_local,position_found,position_id,position_status,close_reason,entry_price,entry_fill_avg_price,exit_fill_avg_price,opened_at_utc,closed_at_utc,return_pct,return_basis
2026-03-16,acc02,7,TAOUSDT,14.66,1,877ee6c0-4e60-4f47-b024-c2ea1f4321d4,2026-03-15,2026-03-15T23:45:00+00:00,2026-03-16T07:45:00+08:00,1,824,CLOSED_SL,STOP_LOSS_FILLED,285.16,,,2026-03-15T23:49:00+00:00,2026-03-16T09:48:43+00:00,,missing_exit_fill
2026-03-16,acc02,8,NEOUSDT,13.61,1,877ee6c0-4e60-4f47-b024-c2ea1f4321d4,2026-03-15,2026-03-15T23:45:00+00:00,2026-03-16T07:45:00+08:00,1,825,CLOSED_SL,STOP_LOSS_FILLED,2.877,,2.841,2026-03-15T23:49:30+00:00,2026-03-17T00:12:34+00:00,1.2513034410844488,entry_to_exit_fill
2026-03-16,acc02,9,TAGUSDT,13.23,1,877ee6c0-4e60-4f47-b024-c2ea1f4321d4,2026-03-15,2026-03-15T23:45:00+00:00,2026-03-16T07:45:00+08:00,1,826,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.0006419938208,,,2026-03-15T23:50:00+00:00,2026-03-16T03:55:43+00:00,,missing_exit_fill
2026-03-16,acc02,10,PTBUSDT,11.51,1,877ee6c0-4e60-4f47-b024-c2ea1f4321d4,2026-03-15,2026-03-15T23:45:00+00:00,2026-03-16T07:45:00+08:00,1,827,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.001381,,,2026-03-15T23:50:30+00:00,2026-03-16T03:55:43+00:00,,missing_exit_fill
2026-03-16,acc03,1,XANUSDT,41.71,1,7b9ed2f9-9bbe-423c-a41b-22b642d6cf27,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,790,CLOSED_SL,STOP_LOSS_FILLED,0.0107134516209,,,2026-03-15T23:40:13+00:00,2026-03-16T07:46:42+00:00,,missing_exit_fill
2026-03-16,acc03,2,REZUSDT,30.57,1,7b9ed2f9-9bbe-423c-a41b-22b642d6cf27,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,794,CLOSED_SL,STOP_LOSS_FILLED,0.004197,,,2026-03-15T23:40:13+00:00,2026-03-16T04:40:42+00:00,,missing_exit_fill
2026-03-16,acc03,3,HANAUSDT,19.89,1,7b9ed2f9-9bbe-423c-a41b-22b642d6cf27,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,797,CLOSED_SL,STOP_LOSS_FILLED,0.045168980608,,,2026-03-15T23:40:14+00:00,2026-03-16T04:10:42+00:00,,missing_exit_fill
2026-03-16,acc03,4,MYXUSDT,18.09,1,7b9ed2f9-9bbe-423c-a41b-22b642d6cf27,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,800,CLOSED_TP,TAKE_PROFIT_FILLED,0.4124,,,2026-03-15T23:40:14+00:00,2026-03-16T08:26:42+00:00,,missing_exit_fill
2026-03-16,acc03,5,SHELLUSDT,17.65,1,7b9ed2f9-9bbe-423c-a41b-22b642d6cf27,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,804,CLOSED_SL,STOP_LOSS_FILLED,0.03592,,0.03497,2026-03-15T23:40:14+00:00,2026-03-16T23:57:35+00:00,2.644766146993317,entry_to_exit_fill
2026-03-16,acc03,6,BANUSDT,15.06,1,7b9ed2f9-9bbe-423c-a41b-22b642d6cf27,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,807,CLOSED_SL,STOP_LOSS_FILLED,0.1329887990762,,,2026-03-15T23:40:14+00:00,2026-03-16T05:05:42+00:00,,missing_exit_fill
2026-03-16,acc03,7,TAOUSDT,14.66,1,7b9ed2f9-9bbe-423c-a41b-22b642d6cf27,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,810,CLOSED_SL,STOP_LOSS_FILLED,285.69,,,2026-03-15T23:40:14+00:00,2026-03-16T09:48:43+00:00,,missing_exit_fill
2026-03-16,acc03,8,NEOUSDT,13.61,1,7b9ed2f9-9bbe-423c-a41b-22b642d6cf27,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,812,CLOSED_SL,STOP_LOSS_FILLED,2.897,,2.84,2026-03-15T23:40:14+00:00,2026-03-17T00:12:34+00:00,1.9675526406627526,entry_to_exit_fill
2026-03-16,acc03,9,TAGUSDT,13.23,1,7b9ed2f9-9bbe-423c-a41b-22b642d6cf27,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,814,CLOSED_SL,STOP_LOSS_FILLED,0.0006427948953,,,2026-03-15T23:40:14+00:00,2026-03-16T19:35:07+00:00,,missing_exit_fill
2026-03-16,acc03,10,PTBUSDT,11.51,1,7b9ed2f9-9bbe-423c-a41b-22b642d6cf27,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,816,CLOSED_SL,STOP_LOSS_FILLED,0.001366,,,2026-03-15T23:40:14+00:00,2026-03-16T04:39:43+00:00,,missing_exit_fill
2026-03-16,acc04,1,XANUSDT,41.71,1,0df9fac9-0fb7-4a6e-aa8d-870c46e95053,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,792,CLOSED_SL,STOP_LOSS_FILLED,0.010712,,,2026-03-15T23:40:13+00:00,2026-03-16T07:46:43+00:00,,missing_exit_fill
2026-03-16,acc04,2,REZUSDT,30.57,1,0df9fac9-0fb7-4a6e-aa8d-870c46e95053,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,796,CLOSED_SL,STOP_LOSS_FILLED,0.004197,,,2026-03-15T23:40:14+00:00,2026-03-16T04:40:43+00:00,,missing_exit_fill
2026-03-16,acc04,3,HANAUSDT,19.89,1,0df9fac9-0fb7-4a6e-aa8d-870c46e95053,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,799,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.04516,,,2026-03-15T23:40:14+00:00,2026-03-16T03:55:43+00:00,,missing_exit_fill
2026-03-16,acc04,4,MYXUSDT,18.09,1,0df9fac9-0fb7-4a6e-aa8d-870c46e95053,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,802,CLOSED_TP,TAKE_PROFIT_FILLED,0.4123621428571,,,2026-03-15T23:40:14+00:00,2026-03-16T08:26:43+00:00,,missing_exit_fill
2026-03-16,acc04,5,SHELLUSDT,17.65,1,0df9fac9-0fb7-4a6e-aa8d-870c46e95053,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,805,CLOSED_SL,STOP_LOSS_FILLED,0.0358330669302,0.03499,,2026-03-15T23:40:14+00:00,2026-03-16T23:57:35+00:00,,missing_exit_fill
2026-03-16,acc04,6,BANUSDT,15.06,1,0df9fac9-0fb7-4a6e-aa8d-870c46e95053,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,809,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.1329441522492,,,2026-03-15T23:40:14+00:00,2026-03-16T03:55:44+00:00,,missing_exit_fill
2026-03-16,acc04,7,TAOUSDT,14.66,1,0df9fac9-0fb7-4a6e-aa8d-870c46e95053,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,811,CLOSED_SL,STOP_LOSS_FILLED,285.6726799007,,,2026-03-15T23:40:14+00:00,2026-03-16T09:48:43+00:00,,missing_exit_fill
2026-03-16,acc04,8,NEOUSDT,13.61,1,0df9fac9-0fb7-4a6e-aa8d-870c46e95053,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,813,CLOSED_SL,STOP_LOSS_FILLED,2.891076376147,2.839,,2026-03-15T23:40:14+00:00,2026-03-17T00:12:35+00:00,,missing_exit_fill
2026-03-16,acc04,9,TAGUSDT,13.23,1,0df9fac9-0fb7-4a6e-aa8d-870c46e95053,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,815,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.0006426056624,,,2026-03-15T23:40:14+00:00,2026-03-16T03:55:44+00:00,,missing_exit_fill
2026-03-16,acc04,10,PTBUSDT,11.51,1,0df9fac9-0fb7-4a6e-aa8d-870c46e95053,2026-03-15,2026-03-15T23:40:13+00:00,2026-03-16T07:40:13+08:00,1,817,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.001366,,,2026-03-15T23:40:14+00:00,2026-03-16T03:55:44+00:00,,missing_exit_fill
2026-03-17,acc01,1,GUSDT,56.5,1,9043b232-661b-4ff7-86b0-1c24701adc00,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,828,CLOSED_TP,TAKE_PROFIT_FILLED,0.005408,,,2026-03-16T23:40:14+00:00,2026-03-18T00:06:04+00:00,,missing_exit_fill
2026-03-17,acc01,2,DEGOUSDT,34.29,1,9043b232-661b-4ff7-86b0-1c24701adc00,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,829,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,1.164156682027,,,2026-03-16T23:40:14+00:00,2026-03-17T03:55:35+00:00,,missing_exit_fill
2026-03-17,acc01,3,AINUSDT,31.55,1,9043b232-661b-4ff7-86b0-1c24701adc00,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,831,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.06288,,,2026-03-16T23:40:14+00:00,2026-03-17T03:55:35+00:00,,missing_exit_fill
2026-03-17,acc01,4,IRUSDT,27.62,1,9043b232-661b-4ff7-86b0-1c24701adc00,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,832,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.0489539211137,,,2026-03-16T23:40:14+00:00,2026-03-17T03:55:35+00:00,,missing_exit_fill
2026-03-17,acc01,5,GRASSUSDT,24.7,1,9043b232-661b-4ff7-86b0-1c24701adc00,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,834,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.4628,,,2026-03-16T23:40:14+00:00,2026-03-17T03:55:35+00:00,,missing_exit_fill
2026-03-17,acc01,6,BUSDT,23.24,1,9043b232-661b-4ff7-86b0-1c24701adc00,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,836,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.224,,,2026-03-16T23:40:14+00:00,2026-03-17T03:55:35+00:00,,missing_exit_fill
2026-03-17,acc01,7,ZECUSDT,23.21,1,9043b232-661b-4ff7-86b0-1c24701adc00,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,838,CLOSED_SL,STOP_LOSS_FILLED,282.91,,,2026-03-16T23:40:14+00:00,2026-03-17T18:07:34+00:00,,missing_exit_fill
2026-03-17,acc01,8,ARIAUSDT,22.83,1,9043b232-661b-4ff7-86b0-1c24701adc00,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,840,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.1650750196078,,,2026-03-16T23:40:14+00:00,2026-03-17T03:55:35+00:00,,missing_exit_fill
2026-03-17,acc01,9,VANRYUSDT,21.8,1,9043b232-661b-4ff7-86b0-1c24701adc00,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,842,CLOSED_SL,STOP_LOSS_FILLED,0.006223,,,2026-03-16T23:40:14+00:00,2026-03-17T15:02:35+00:00,,missing_exit_fill
2026-03-17,acc01,10,FARTCOINUSDT,21.69,1,9043b232-661b-4ff7-86b0-1c24701adc00,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,844,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.202,,,2026-03-16T23:40:14+00:00,2026-03-17T03:55:36+00:00,,missing_exit_fill
2026-03-17,acc02,1,GUSDT,56.5,1,60444929-76cb-428d-81aa-766a55932203,2026-03-16,2026-03-16T23:45:00+00:00,2026-03-17T07:45:00+08:00,1,858,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.0051983734671,0.004549,0.004258,2026-03-16T23:45:30+00:00,2026-03-18T07:23:04+00:00,18.08976352029212,entry_to_exit_fill
2026-03-17,acc02,2,DEGOUSDT,34.29,1,60444929-76cb-428d-81aa-766a55932203,2026-03-16,2026-03-16T23:45:00+00:00,2026-03-17T07:45:00+08:00,1,859,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,1.163973168411,,,2026-03-16T23:46:00+00:00,2026-03-17T03:55:35+00:00,,missing_exit_fill
2026-03-17,acc02,3,AINUSDT,31.55,1,60444929-76cb-428d-81aa-766a55932203,2026-03-16,2026-03-16T23:45:00+00:00,2026-03-17T07:45:00+08:00,1,860,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.06325,,,2026-03-16T23:46:30+00:00,2026-03-17T03:55:35+00:00,,missing_exit_fill
2026-03-17,acc02,4,IRUSDT,27.62,1,60444929-76cb-428d-81aa-766a55932203,2026-03-16,2026-03-16T23:45:00+00:00,2026-03-17T07:45:00+08:00,1,861,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.0490936113328,,,2026-03-16T23:47:00+00:00,2026-03-17T03:55:35+00:00,,missing_exit_fill
2026-03-17,acc02,5,GRASSUSDT,24.7,1,60444929-76cb-428d-81aa-766a55932203,2026-03-16,2026-03-16T23:45:00+00:00,2026-03-17T07:45:00+08:00,1,862,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.464,,,2026-03-16T23:47:30+00:00,2026-03-17T03:55:35+00:00,,missing_exit_fill
2026-03-17,acc02,6,BUSDT,23.24,1,60444929-76cb-428d-81aa-766a55932203,2026-03-16,2026-03-16T23:45:00+00:00,2026-03-17T07:45:00+08:00,1,863,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.2248,,,2026-03-16T23:48:00+00:00,2026-03-17T03:55:35+00:00,,missing_exit_fill
2026-03-17,acc02,7,ZECUSDT,23.21,1,60444929-76cb-428d-81aa-766a55932203,2026-03-16,2026-03-16T23:45:00+00:00,2026-03-17T07:45:00+08:00,1,864,CLOSED_SL,STOP_LOSS_FILLED,284.3,,,2026-03-16T23:48:30+00:00,2026-03-17T18:05:34+00:00,,missing_exit_fill
2026-03-17,acc02,8,ARIAUSDT,22.83,1,60444929-76cb-428d-81aa-766a55932203,2026-03-16,2026-03-16T23:45:00+00:00,2026-03-17T07:45:00+08:00,1,865,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.1646597300943,,,2026-03-16T23:49:01+00:00,2026-03-17T03:55:35+00:00,,missing_exit_fill
2026-03-17,acc02,9,VANRYUSDT,21.8,1,60444929-76cb-428d-81aa-766a55932203,2026-03-16,2026-03-16T23:45:00+00:00,2026-03-17T07:45:00+08:00,1,866,CLOSED_SL,STOP_LOSS_FILLED,0.006337077084,,,2026-03-16T23:49:31+00:00,2026-03-17T15:02:35+00:00,,missing_exit_fill
2026-03-17,acc02,10,FARTCOINUSDT,21.69,1,60444929-76cb-428d-81aa-766a55932203,2026-03-16,2026-03-16T23:45:00+00:00,2026-03-17T07:45:00+08:00,1,867,CLOSED_SL,STOP_LOSS_FILLED,0.2071,,,2026-03-16T23:50:32+00:00,2026-03-17T21:41:34+00:00,,missing_exit_fill
2026-03-17,acc03,1,GUSDT,56.5,1,1798af8c-9563-4bfb-a058-64bee606a3d3,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,843,CLOSED_TP,TAKE_PROFIT_FILLED,0.0054080646502,,,2026-03-16T23:40:14+00:00,2026-03-18T00:06:04+00:00,,missing_exit_fill
2026-03-17,acc03,2,DEGOUSDT,34.29,1,1798af8c-9563-4bfb-a058-64bee606a3d3,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,846,CLOSED_TP,TAKE_PROFIT_FILLED,1.163844067797,,,2026-03-16T23:40:14+00:00,2026-03-18T00:25:04+00:00,,missing_exit_fill
2026-03-17,acc03,3,AINUSDT,31.55,1,1798af8c-9563-4bfb-a058-64bee606a3d3,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,848,CLOSED_SL,STOP_LOSS_FILLED,0.06287,,,2026-03-16T23:40:14+00:00,2026-03-17T08:55:34+00:00,,missing_exit_fill
2026-03-17,acc03,4,IRUSDT,27.62,1,1798af8c-9563-4bfb-a058-64bee606a3d3,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,850,CLOSED_SL,STOP_LOSS_FILLED,0.048919326109,,,2026-03-16T23:40:14+00:00,2026-03-17T04:02:35+00:00,,missing_exit_fill
2026-03-17,acc03,5,GRASSUSDT,24.7,1,1798af8c-9563-4bfb-a058-64bee606a3d3,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,852,CLOSED_SL,STOP_LOSS_FILLED,0.4629,,,2026-03-16T23:40:14+00:00,2026-03-18T03:24:04+00:00,,missing_exit_fill
2026-03-17,acc03,6,BUSDT,23.24,1,1798af8c-9563-4bfb-a058-64bee606a3d3,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,853,CLOSED_SL,STOP_LOSS_FILLED,0.2237686335404,,,2026-03-16T23:40:14+00:00,2026-03-17T10:06:34+00:00,,missing_exit_fill
2026-03-17,acc03,7,ZECUSDT,23.21,1,1798af8c-9563-4bfb-a058-64bee606a3d3,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,854,CLOSED_SL,STOP_LOSS_FILLED,282.92,,,2026-03-16T23:40:14+00:00,2026-03-17T18:07:34+00:00,,missing_exit_fill
2026-03-17,acc03,8,ARIAUSDT,22.83,1,1798af8c-9563-4bfb-a058-64bee606a3d3,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,855,CLOSED_SL,STOP_LOSS_FILLED,0.1650548339061,,,2026-03-16T23:40:14+00:00,2026-03-17T06:56:35+00:00,,missing_exit_fill
2026-03-17,acc03,9,VANRYUSDT,21.8,1,1798af8c-9563-4bfb-a058-64bee606a3d3,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,856,CLOSED_SL,STOP_LOSS_FILLED,0.006223,,,2026-03-16T23:40:14+00:00,2026-03-17T15:02:35+00:00,,missing_exit_fill
2026-03-17,acc03,10,FARTCOINUSDT,21.69,1,1798af8c-9563-4bfb-a058-64bee606a3d3,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,857,CLOSED_SL,STOP_LOSS_FILLED,0.202,,,2026-03-16T23:40:15+00:00,2026-03-17T21:41:34+00:00,,missing_exit_fill
2026-03-17,acc04,1,GUSDT,56.5,1,652b3ec9-4eed-492b-be39-430003d540f8,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,830,CLOSED_TP,TAKE_PROFIT_FILLED,0.005408,,,2026-03-16T23:40:14+00:00,2026-03-18T00:06:05+00:00,,missing_exit_fill
2026-03-17,acc04,2,DEGOUSDT,34.29,1,652b3ec9-4eed-492b-be39-430003d540f8,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,833,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,1.1641,,,2026-03-16T23:40:14+00:00,2026-03-17T03:55:36+00:00,,missing_exit_fill
2026-03-17,acc04,3,AINUSDT,31.55,1,652b3ec9-4eed-492b-be39-430003d540f8,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,835,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.0628741256969,,,2026-03-16T23:40:14+00:00,2026-03-17T03:55:36+00:00,,missing_exit_fill
2026-03-17,acc04,4,IRUSDT,27.62,1,652b3ec9-4eed-492b-be39-430003d540f8,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,837,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.0489349192596,,,2026-03-16T23:40:14+00:00,2026-03-17T03:55:36+00:00,,missing_exit_fill
2026-03-17,acc04,5,GRASSUSDT,24.7,1,652b3ec9-4eed-492b-be39-430003d540f8,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,839,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.4628,,,2026-03-16T23:40:14+00:00,2026-03-17T03:55:36+00:00,,missing_exit_fill
2026-03-17,acc04,6,BUSDT,23.24,1,652b3ec9-4eed-492b-be39-430003d540f8,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,841,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.2239640144665,,,2026-03-16T23:40:14+00:00,2026-03-17T03:55:36+00:00,,missing_exit_fill
2026-03-17,acc04,7,ZECUSDT,23.21,1,652b3ec9-4eed-492b-be39-430003d540f8,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,845,CLOSED_SL,STOP_LOSS_FILLED,282.94,,,2026-03-16T23:40:14+00:00,2026-03-17T18:07:34+00:00,,missing_exit_fill
2026-03-17,acc04,8,ARIAUSDT,22.83,1,652b3ec9-4eed-492b-be39-430003d540f8,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,847,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.1650624633822,,,2026-03-16T23:40:14+00:00,2026-03-17T03:55:36+00:00,,missing_exit_fill
2026-03-17,acc04,9,VANRYUSDT,21.8,1,652b3ec9-4eed-492b-be39-430003d540f8,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,849,CLOSED_SL,STOP_LOSS_FILLED,0.006223,,,2026-03-16T23:40:14+00:00,2026-03-17T15:02:35+00:00,,missing_exit_fill
2026-03-17,acc04,10,FARTCOINUSDT,21.69,1,652b3ec9-4eed-492b-be39-430003d540f8,2026-03-16,2026-03-16T23:40:13+00:00,2026-03-17T07:40:13+08:00,1,851,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.202,,,2026-03-16T23:40:14+00:00,2026-03-17T03:55:37+00:00,,missing_exit_fill
2026-03-18,acc01,1,SIRENUSDT,54.32,1,8d4bff77-e598-4a16-9ce8-a7849f1daa4a,2026-03-17,2026-03-17T23:40:12+00:00,2026-03-18T07:40:12+08:00,1,868,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.7247914516129,,,2026-03-17T23:40:13+00:00,2026-03-18T03:55:05+00:00,,missing_exit_fill
2026-03-18,acc01,2,POLYXUSDT,28.55,1,8d4bff77-e598-4a16-9ce8-a7849f1daa4a,2026-03-17,2026-03-17T23:40:12+00:00,2026-03-18T07:40:12+08:00,1,870,CLOSED_SL,STOP_LOSS_FILLED,0.0501677777778,0.04534,0.04822,2026-03-17T23:40:13+00:00,2026-03-19T00:04:02+00:00,3.8825275188129296,entry_to_exit_fill
2026-03-18,acc01,3,AINUSDT,25.25,1,8d4bff77-e598-4a16-9ce8-a7849f1daa4a,2026-03-17,2026-03-17T23:40:12+00:00,2026-03-18T07:40:12+08:00,1,872,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.0787558562244,,,2026-03-17T23:40:13+00:00,2026-03-18T03:55:05+00:00,,missing_exit_fill
2026-03-18,acc01,4,BANUSDT,21.41,1,8d4bff77-e598-4a16-9ce8-a7849f1daa4a,2026-03-17,2026-03-17T23:40:12+00:00,2026-03-18T07:40:12+08:00,1,873,CLOSED_TP,TAKE_PROFIT_FILLED,0.1702295334173,,,2026-03-17T23:40:13+00:00,2026-03-18T01:10:05+00:00,,missing_exit_fill
2026-03-18,acc01,5,ANIMEUSDT,16.68,1,8d4bff77-e598-4a16-9ce8-a7849f1daa4a,2026-03-17,2026-03-17T23:40:12+00:00,2026-03-18T07:40:12+08:00,1,878,CLOSED_SL,STOP_LOSS_FILLED,0.0053831175648,0.005037,0.005424,2026-03-17T23:40:13+00:00,2026-03-19T00:10:02+00:00,-0.759456480522156,entry_to_exit_fill
2026-03-18,acc01,6,VANRYUSDT,16.66,1,8d4bff77-e598-4a16-9ce8-a7849f1daa4a,2026-03-17,2026-03-17T23:40:12+00:00,2026-03-18T07:40:12+08:00,1,881,CLOSED_SL,STOP_LOSS_FILLED,0.0070044425607,0.006628,0.006429,2026-03-17T23:40:13+00:00,2026-03-19T00:10:02+00:00,8.215394097578157,entry_to_exit_fill
2026-03-18,acc01,7,IDOLUSDT,15.27,1,8d4bff77-e598-4a16-9ce8-a7849f1daa4a,2026-03-17,2026-03-17T23:40:12+00:00,2026-03-18T07:40:12+08:00,1,882,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.0295243785558,,,2026-03-17T23:40:13+00:00,2026-03-18T03:55:05+00:00,,missing_exit_fill
2026-03-18,acc01,8,MBOXUSDT,14.86,1,8d4bff77-e598-4a16-9ce8-a7849f1daa4a,2026-03-17,2026-03-17T23:40:12+00:00,2026-03-18T07:40:12+08:00,1,885,CLOSED_SL,STOP_LOSS_FILLED,0.02037,,0.01878,2026-03-17T23:40:13+00:00,2026-03-18T23:59:02+00:00,7.805596465390269,entry_to_exit_fill
2026-03-18,acc01,9,HYPERUSDT,14.72,1,8d4bff77-e598-4a16-9ce8-a7849f1daa4a,2026-03-17,2026-03-17T23:40:12+00:00,2026-03-18T07:40:12+08:00,1,888,CLOSED_SL,STOP_LOSS_FILLED,0.109,,0.0996,2026-03-17T23:40:13+00:00,2026-03-18T23:59:03+00:00,8.623853211009179,entry_to_exit_fill
2026-03-18,acc01,10,NAORISUSDT,12.29,1,8d4bff77-e598-4a16-9ce8-a7849f1daa4a,2026-03-17,2026-03-17T23:40:12+00:00,2026-03-18T07:40:12+08:00,1,891,CLOSED_SL,STOP_LOSS_FILLED,0.0673730595894,,0.0652645,2026-03-17T23:40:13+00:00,2026-03-18T22:49:43+00:00,3.129677651943453,entry_to_exit_fill
2026-03-18,acc02,1,SIRENUSDT,54.32,1,b18d261b-4514-48be-9ce4-647abc22bd23,2026-03-17,2026-03-17T23:45:00+00:00,2026-03-18T07:45:00+08:00,1,897,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.722507,,,2026-03-17T23:45:30+00:00,2026-03-18T03:55:05+00:00,,missing_exit_fill
2026-03-18,acc02,2,POLYXUSDT,28.55,1,b18d261b-4514-48be-9ce4-647abc22bd23,2026-03-17,2026-03-17T23:45:00+00:00,2026-03-18T07:45:00+08:00,1,898,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.05362,,0.047704,2026-03-17T23:46:00+00:00,2026-03-18T07:23:04+00:00,11.033196568444605,entry_to_exit_fill
